Nodes,Distance,PLR,DIO sent all,DIO Recv all,DIOsentAvg,DIOrecvAvg,DIOsentMax,DIOrecvMax,DISavg,DISmax,DAOavg,DAOmax,LocalRAvg,LocalRMax,DelayAvg,DelayMax,IsAttack,Attack
50,20,20,3750,41250,75,3750,93,4612,2,4,164,176,0,0,675,1300,-1,None
50,25,5,3750,37500,75,3753,90,4578,4,4,162,172,0,0,535,1160,-1,None
50,25,10,3750,37500,75,3752,91,4502,2,4,155,164,0,0,585,1190,-1,None
50,25,15,3750,37500,75,3753,92,4653,2,4,153,161,0,0,590,1250,-1,None
50,25,20,3750,37500,75,3753,90,4653,4,4,160,169,0,0,690,1260,-1,None
50,30,5,3750,22500,75,3755,93,4693,2,4,158,169,0,0,590,1170,-1,None
50,30,10,3750,22500,75,3751,93,4538,2,4,163,174,0,0,590,1240,-1,None
50,30,15,3750,22500,75,3755,92,4656,2,4,163,174,0,0,590,1200,-1,None
50,30,20,3750,22500,75,3755,91,4618,2,4,166,174,0,0,630,1230,-1,None
50,35,5,3750,22500,75,3754,93,4504,3,4,165,175,0,0,530,1250,-1,None
50,35,10,3750,22500,75,3755,93,4693,2,4,165,175,0,0,590,1220,-1,None
50,35,15,3750,22500,75,3753,93,4653,2,4,164,177,0,0,605,1250,-1,None
50,35,20,3750,22500,75,3755,90,4656,4,4,164,172,0,0,615,1390,-1,None
50,40,5,3750,15000,75,3753,90,4616,4,4,155,166,0,0,530,1110,-1,None
50,40,10,3750,15000,75,3754,91,4504,4,4,160,170,0,0,600,1200,-1,None
50,40,15,3750,15000,75,3756,90,4582,2,4,157,168,0,0,590,1350,-1,None
50,40,20,3750,15000,75,3752,92,4539,4,4,161,173,0,0,635,1220,-1,None
50,45,5,3750,15000,75,3755,90,4693,3,4,159,172,0,0,540,1230,-1,None
50,45,10,3750,15000,75,3752,92,4614,3,4,157,166,0,0,575,1300,-1,None
50,45,15,3750,15000,75,3757,93,4583,2,4,163,175,0,0,600,1230,-1,None
60,45,20,4500,18000,75,4506,93,5407,3,4,187,200,0,0,840,1596,-1,None
60,20,5,4500,49500,75,4503,90,5538,3,4,194,207,0,0,726,1344,-1,None
60,20,10,4500,49500,75,4501,90,5626,4,4,195,204,0,0,684,1392,-1,None
60,20,15,4500,49500,75,4501,90,5446,4,4,193,205,0,0,744,1596,-1,None
60,20,20,4500,49500,75,4501,90,5491,2,4,189,198,0,0,780,1452,-1,None
60,25,5,4500,45000,75,4502,90,5537,4,4,188,199,0,0,660,1464,-1,None
60,25,10,4500,45000,75,4502,90,5537,2,4,189,197,0,0,696,1512,-1,None
60,25,15,4500,45000,75,4503,90,5448,2,4,185,197,0,0,732,1560,-1,None
60,25,20,4500,45000,75,4501,90,5491,4,4,185,196,0,0,798,1548,-1,None
60,30,5,4500,27000,75,4505,91,5631,2,4,196,207,0,0,750,1260,-1,None
60,30,10,4500,27000,75,4503,90,5493,3,4,188,196,0,0,666,1392,-1,None
60,30,15,4500,27000,75,4501,92,5491,3,4,193,205,0,0,810,1584,-1,None
60,30,20,4500,27000,75,4501,90,5446,2,4,192,200,0,0,780,1464,-1,None
60,35,5,4500,27000,75,4503,93,5628,2,4,189,200,0,0,648,1404,-1,None
60,35,10,4500,27000,75,4502,92,5537,2,4,184,193,0,0,690,1320,-1,None
60,35,15,4500,27000,75,4501,91,5581,4,4,196,204,0,0,720,1512,-1,None
60,35,20,4500,27000,75,4502,90,5627,2,4,185,193,0,0,744,1500,-1,None
60,40,5,4500,18000,75,4507,92,5453,2,4,187,199,0,0,630,1428,-1,None
60,40,10,4500,18000,75,4507,93,5453,3,4,188,201,0,0,678,1536,-1,None
60,40,15,4500,18000,75,4506,92,5542,3,4,193,204,0,0,756,1404,-1,None
60,40,20,4500,18000,75,4507,93,5633,4,4,198,206,0,0,780,1572,-1,None
60,45,5,4500,18000,75,4507,93,5408,2,4,194,202,0,0,708,1392,-1,None
60,45,10,4500,18000,75,4504,93,5494,2,4,195,205,0,0,738,1560,-1,None
60,45,15,4500,18000,75,4501,93,5401,3,4,188,199,0,0,738,1596,-1,None
70,45,20,5250,21000,75,5254,93,6514,4,4,221,230,0,0,875,1932,-1,None
70,20,5,5250,57750,75,5251,90,6563,3,4,215,227,0,0,875,1498,-1,None
70,20,10,5250,57750,75,5251,93,6406,4,4,213,225,0,0,854,1764,-1,None
70,20,15,5250,57750,75,5251,90,6458,4,4,226,237,0,0,840,1806,-1,None
70,20,20,5250,57750,75,5252,90,6354,3,4,226,236,0,0,847,1960,-1,None
70,25,5,5250,52500,75,5252,92,6302,2,4,224,232,0,0,840,1750,-1,None
70,25,10,5250,52500,75,5252,92,6407,3,4,222,235,0,0,784,1680,-1,None
70,25,15,5250,52500,75,5252,93,6565,4,4,218,227,0,0,812,1792,-1,None
70,25,20,5250,52500,75,5252,90,6354,4,4,218,227,0,0,917,1918,-1,None
70,30,5,5250,31500,75,5255,90,6358,2,4,218,231,0,0,756,1722,-1,None
70,30,10,5250,31500,75,5254,93,6409,4,4,221,230,0,0,861,1680,-1,None
70,30,15,5250,31500,75,5255,92,6516,4,4,216,229,0,0,924,1862,-1,None
70,30,20,5250,31500,75,5253,90,6356,2,4,226,236,0,0,889,1904,-1,None
70,35,5,5250,31500,75,5253,93,6566,2,4,217,228,0,0,861,1694,-1,None
70,35,10,5250,31500,75,5254,93,6514,2,4,222,234,0,0,889,1820,-1,None
70,35,15,5250,31500,75,5254,90,6567,4,4,219,230,0,0,847,1778,-1,None
70,35,20,5250,31500,75,5253,92,6566,2,4,224,237,0,0,931,1918,-1,None
70,40,5,5250,21000,75,5252,93,6407,3,4,228,241,0,0,819,1666,-1,None
70,40,10,5250,21000,75,5256,90,6570,2,4,219,228,0,0,896,1680,-1,None
70,40,15,5250,21000,75,5252,91,6565,4,4,218,230,0,0,805,1792,-1,None
70,40,20,5250,21000,75,5254,93,6567,3,4,220,228,0,0,903,1764,-1,None
70,45,5,5250,21000,75,5258,90,6572,4,4,221,232,0,0,735,1638,-1,None
70,45,10,5250,21000,75,5250,91,6510,4,4,218,228,0,0,805,1568,-1,None
70,45,15,5250,21000,75,5250,93,6405,3,4,222,232,0,0,889,1862,-1,None
80,45,20,6000,24000,75,6002,93,7202,3,4,258,268,0,0,1104,2112,-1,None
80,20,5,6000,66000,75,6002,90,7382,4,4,246,257,0,0,912,1808,-1,None
80,20,10,6000,66000,75,6002,93,7502,2,4,252,263,0,0,968,1840,-1,None
80,20,15,6000,66000,75,6002,91,7262,4,4,258,271,0,0,1080,1920,-1,None
80,20,20,6000,66000,75,6002,93,7322,4,4,251,259,0,0,976,1968,-1,None
80,25,5,6000,60000,75,6001,93,7501,2,4,258,268,0,0,944,1760,-1,None
80,25,10,6000,60000,75,6001,91,7261,3,4,247,259,0,0,880,1808,-1,None
80,25,15,6000,60000,75,6003,90,7503,3,4,247,256,0,0,960,2000,-1,None
80,25,20,6000,60000,75,6002,90,7262,2,4,249,257,0,0,1008,1984,-1,None
80,30,5,6000,36000,75,6003,90,7443,3,4,258,266,0,0,872,1728,-1,None
80,30,10,6000,36000,75,6002,91,7262,4,4,251,259,0,0,944,2080,-1,None
80,30,15,6000,36000,75,6003,91,7203,3,4,254,262,0,0,952,2080,-1,None
80,30,20,6000,36000,75,6002,92,7262,3,4,256,264,0,0,992,2144,-1,None
80,35,5,6000,36000,75,6001,91,7201,2,4,249,261,0,0,912,1968,-1,None
80,35,10,6000,36000,75,6005,92,7506,4,4,244,255,0,0,904,1840,-1,None
80,35,15,6000,36000,75,6004,91,7204,3,4,259,270,0,0,1048,2064,-1,None
80,35,20,6000,36000,75,6001,91,7501,2,4,245,253,0,0,1120,1968,-1,None
80,40,5,6000,24000,75,6004,90,7505,3,4,249,259,0,0,872,1728,-1,None
80,40,10,6000,24000,75,6006,92,7267,4,4,249,261,0,0,888,2032,-1,None
80,40,15,6000,24000,75,6006,91,7267,2,4,247,258,0,0,968,1904,-1,None
80,40,20,6000,24000,75,6007,90,7388,3,4,258,270,0,0,1016,2080,-1,None
80,45,5,6000,24000,75,6005,92,7326,3,4,260,271,0,0,984,1728,-1,None
80,45,10,6000,24000,75,6006,93,7267,3,4,251,260,0,0,1016,1792,-1,None
80,45,15,6000,24000,75,6005,93,7266,3,4,253,265,0,0,952,2080,-1,None
90,45,20,6750,27000,75,6757,92,8175,3,4,287,296,0,0,1098,2520,-1,None
90,20,5,6750,74250,75,6751,90,8303,2,4,273,282,0,0,1080,2088,-1,None
90,20,10,6750,74250,75,6752,90,8304,3,4,289,301,0,0,1107,2268,-1,None
90,20,15,6750,74250,75,6750,93,8235,3,4,281,293,0,0,1044,2286,-1,None
90,20,20,6750,74250,75,6751,93,8101,4,4,276,284,0,0,1107,2502,-1,None
90,25,5,6750,67500,75,6750,93,8370,3,4,273,286,0,0,1017,1908,-1,None
90,25,10,6750,67500,75,6751,90,8438,3,4,281,289,0,0,1107,1998,-1,None
90,25,15,6750,67500,75,6751,91,8438,2,4,281,293,0,0,1071,2304,-1,None
90,25,20,6750,67500,75,6751,93,8371,3,4,280,288,0,0,1206,2376,-1,None
90,30,5,6750,40500,75,6753,91,8441,4,4,287,298,0,0,972,2034,-1,None
90,30,10,6750,40500,75,6751,93,8101,3,4,290,300,0,0,1134,2106,-1,None
90,30,15,6750,40500,75,6755,90,8376,4,4,280,293,0,0,1206,2268,-1,None
90,30,20,6750,40500,75,6754,90,8374,3,4,290,299,0,0,1080,2484,-1,None
90,35,5,6750,40500,75,6755,92,8376,3,4,276,284,0,0,954,1926,-1,None
90,35,10,6750,40500,75,6752,93,8304,4,4,289,298,0,0,1062,2214,-1,None
90,35,15,6750,40500,75,6752,93,8169,3,4,284,292,0,0,1134,2322,-1,None
90,35,20,6750,40500,75,6753,90,8238,2,4,284,292,0,0,1116,2466,-1,None
90,40,5,6750,27000,75,6754,90,8307,4,4,279,292,0,0,1071,1998,-1,None
90,40,10,6750,27000,75,6753,91,8441,4,4,290,300,0,0,1170,2340,-1,None
90,40,15,6750,27000,75,6752,92,8372,3,4,285,293,0,0,1080,2214,-1,None
90,40,20,6750,27000,75,6752,91,8169,3,4,285,298,0,0,1116,2268,-1,None
90,45,5,6750,27000,75,6753,92,8306,3,4,284,295,0,0,1026,2034,-1,None
90,45,10,6750,27000,75,6756,91,8107,3,4,291,300,0,0,1089,1980,-1,None
90,45,15,6750,27000,75,6752,93,8440,3,4,280,289,0,0,1152,2160,-1,None
90,45,20,6750,27000,75,6753,91,8441,2,4,276,288,0,0,1143,2466,-1,None
